Reporter Identifier	VALUE
ILMN_1880951	6.807924764
ILMN_1726435	6.403679457
ILMN_1914602	6.322269819
ILMN_1902146	6.579561635
ILMN_1675646	6.315065766
ILMN_1690689	6.438955608
ILMN_1773383	6.595932421
ILMN_1656136	8.856780272
ILMN_1695475	6.65897851
ILMN_1660176	6.537992786
ILMN_2121555	6.298522839
ILMN_1873440	6.576480602
ILMN_1862684	6.838972092
ILMN_2295698	6.251911086
ILMN_1832893	6.532265701
ILMN_2287543	6.319298832
ILMN_1669366	7.155533302
ILMN_2166812	6.313769601
ILMN_1890094	6.468971585
ILMN_1806946	7.975778641
ILMN_1739513	6.12965699
ILMN_1731736	6.991554988
ILMN_1706369	6.388787609
ILMN_1678165	11.50178517
ILMN_1837396	6.56969745
ILMN_1778726	6.308867702
ILMN_1758907	6.313823211
ILMN_1838340	6.525709721
ILMN_1659099	7.135015033
ILMN_1683905	6.381667113
ILMN_1837910	6.566393546
ILMN_2325008	8.135963243
ILMN_1874949	6.470338411
ILMN_1911500	6.536483438
ILMN_2116714	10.77740314
ILMN_1849503	6.457964979
ILMN_2125747	6.408095118
ILMN_2293451	6.250110075
ILMN_1745669	6.568251599
ILMN_1802105	6.659219439
ILMN_1905555	6.483428143
ILMN_1703686	7.784688922
ILMN_1675579	6.469701009
ILMN_1736093	7.96640777
ILMN_1916792	6.329224165
ILMN_1675542	10.06906683
ILMN_2065299	7.147543378
ILMN_1717674	10.16638529
ILMN_1898965	6.514710016
ILMN_1893461	6.534538212
ILMN_1849744	6.633945534
ILMN_1773963	10.28716482
ILMN_1884533	6.452119053
ILMN_1816142	6.44437591
ILMN_1844913	6.85635216
ILMN_2162367	10.28196506
ILMN_1819668	6.509145845
ILMN_1805742	6.614646479
ILMN_1813379	6.749637382
ILMN_1751084	6.382659086
ILMN_1701696	12.78933277
ILMN_1696193	6.583257744
ILMN_1709815	7.2345865
ILMN_2231845	6.396928308
ILMN_1805437	6.498402121
ILMN_1750167	7.977697516
ILMN_1653575	6.609198389
ILMN_1708934	9.565345024
ILMN_1815733	8.710906316
ILMN_1808260	6.944106559
ILMN_1683990	6.85302343
ILMN_1707954	6.387924913
ILMN_1694780	8.523404417
ILMN_2402947	7.886627261
ILMN_2334587	9.548863514
ILMN_1882482	6.610475107
ILMN_2202967	6.522593678
ILMN_1743324	6.621193508
ILMN_1894367	6.599058797
ILMN_1770556	6.333256403
ILMN_1666417	6.628160933
ILMN_1735199	7.560101586
ILMN_1839956	6.462403697
ILMN_1756102	6.580854149
ILMN_1867694	6.707742747
ILMN_1788410	6.233481206
ILMN_2122669	6.312691651
ILMN_1767230	6.413722018
ILMN_1708242	6.42534637
ILMN_1803852	6.705382356
ILMN_1710269	6.58587821
ILMN_1725079	9.296354726
ILMN_1707005	6.478869701
ILMN_2347592	7.38920779
ILMN_1907806	6.457427545
ILMN_1800786	6.371242757
ILMN_1703233	6.871016115
ILMN_1900595	6.674429093
ILMN_2319000	6.631850451
ILMN_1821855	6.647614467
ILMN_1670664	6.564149045
ILMN_1778553	6.528389361
ILMN_2264177	6.434206016
ILMN_1711839	7.033786481
ILMN_1658992	9.357338298
ILMN_1691584	6.433576166
ILMN_1772305	6.585553706
ILMN_1847589	6.523623786
ILMN_1679389	6.828084381
ILMN_1896018	6.611562748
ILMN_1664248	6.508557049
ILMN_1715698	10.4710014
ILMN_1674759	7.382016596
ILMN_1692852	6.471294257
ILMN_1798043	6.366206422
ILMN_1667551	9.918850069
ILMN_1730620	7.704179697
ILMN_1678170	9.17395622
ILMN_1884277	6.763750868
ILMN_1794510	7.521004389
ILMN_1901532	6.432833202
ILMN_2082865	7.450026464
ILMN_1820856	6.568452018
ILMN_1749868	10.1070388
ILMN_1812482	6.523583209
ILMN_2383150	6.20268422
ILMN_1814773	6.673741525
ILMN_1731001	7.305031078
ILMN_2230892	9.592848426
ILMN_1797219	6.375159426
ILMN_2184535	6.244862673
ILMN_2337789	6.381087462
ILMN_1803597	6.515812147
ILMN_1730867	6.416167246
ILMN_1868997	6.401502703
ILMN_1722695	6.440445801
ILMN_1790697	6.521705077
ILMN_1857054	6.312486257
ILMN_1859112	6.479698759
ILMN_1868040	6.277625864
ILMN_1808295	6.317414914
ILMN_1877953	6.414771424
ILMN_1841550	6.759792611
ILMN_1891233	6.790624648
ILMN_1747715	6.51237006
ILMN_2069322	7.531864818
ILMN_1734478	6.435565189
ILMN_1834180	6.574276418
ILMN_2171481	6.58834516
ILMN_1910316	6.524639265
ILMN_1652392	6.333460348
ILMN_1912842	6.387882075
ILMN_1895072	6.479035782
ILMN_2299862	6.510575936
ILMN_1687410	6.542271221
ILMN_2223887	6.323785352
ILMN_1814703	6.395180334
ILMN_1807986	6.608550876
ILMN_1766814	6.812319352
ILMN_1655985	6.668301469
ILMN_1882546	6.353868411
ILMN_1767662	9.707868434
ILMN_1809433	10.23734637
ILMN_1774659	6.623228825
ILMN_1879228	6.624258097
ILMN_1714850	7.161301014
ILMN_1686370	6.773429536
ILMN_1682423	6.60979779
ILMN_1691366	6.49138945
ILMN_1742455	6.790204626
ILMN_2168228	6.40513095
ILMN_1680154	6.411836366
ILMN_1678191	6.256715735
ILMN_1715439	6.392505891
ILMN_1677684	6.288694805
ILMN_2229969	6.590143364
ILMN_2102693	8.649431466
ILMN_1897545	6.592888276
ILMN_2116075	6.773373375
ILMN_2086210	6.676336798
ILMN_1719386	6.732714868
ILMN_1684789	9.18626965
ILMN_1730523	6.770797346
ILMN_1707469	6.537875879
ILMN_1846792	6.673112734
ILMN_1803094	6.448433026
ILMN_1804907	6.50588939
ILMN_1656934	6.883838475
ILMN_2330552	7.670808195
ILMN_1833563	6.398305565
ILMN_1696375	9.360494882
ILMN_1817124	6.847949451
ILMN_1786345	6.39601713
ILMN_1761540	7.383963005
ILMN_1652417	6.451499831
ILMN_2213199	9.274599572
ILMN_1657238	6.426279454
ILMN_1814397	6.138779205
ILMN_1902635	6.510990799
ILMN_1675425	6.232371186
ILMN_1905721	6.335250941
ILMN_1906746	6.514634454
ILMN_2148847	9.384697199
ILMN_1912751	6.486989627
ILMN_1824382	6.546333287
ILMN_2295280	6.373235222
ILMN_1709708	6.388265574
ILMN_1655990	11.60630425
ILMN_1778755	6.513368516
ILMN_1726575	6.845571447
ILMN_1914965	6.529309842
ILMN_1832804	6.445867403
ILMN_1757845	10.40459182
ILMN_1811443	7.254056786
ILMN_1682599	8.133496805
ILMN_1690519	6.458548256
ILMN_1798654	12.40217946
ILMN_1670975	6.326681376
ILMN_1793732	8.549553397
ILMN_1738699	8.122903323
ILMN_1657421	6.380679184
ILMN_1690705	6.691963896
ILMN_1748976	6.651650147
ILMN_1695026	6.515052282
ILMN_1671076	6.383910374
ILMN_1706478	6.341586483
ILMN_1873841	6.599259962
ILMN_1899586	6.341272979
ILMN_1763673	6.54480776
ILMN_1740650	6.194799182
ILMN_1725121	10.12776953
ILMN_1714157	6.351194744
ILMN_1869897	6.794874943
ILMN_1738680	6.192058413
ILMN_2329679	8.210116924
ILMN_1688380	6.466516293
ILMN_1785955	6.768425915
ILMN_1831185	6.342924021
ILMN_1689704	10.31638445
ILMN_1861759	6.528125606
ILMN_1792094	6.631142967
ILMN_1744539	6.567337121
ILMN_2059780	6.427588013
ILMN_1861369	6.350405766
ILMN_1656145	9.883110462
ILMN_1908163	6.674560845
ILMN_1850239	6.38295553
ILMN_1690546	8.056787945
ILMN_1883165	6.376301951
ILMN_2285568	6.532810928
ILMN_1839912	6.694869118
ILMN_1887894	6.454595152
ILMN_2089875	6.292162234
ILMN_2246548	6.939847132
ILMN_1682399	7.000489085
ILMN_1724634	6.489707089
ILMN_1811468	10.61668299
ILMN_2322375	7.085761993
ILMN_1826617	6.474137696
ILMN_1861267	6.505963899
ILMN_1753241	8.482057488
ILMN_1661169	6.445104243
ILMN_1685881	6.638384791
ILMN_1745172	10.33468066
ILMN_1720595	6.538264094
ILMN_1879095	6.54799292
ILMN_1748765	6.086637012
ILMN_2387496	6.27856722
ILMN_1765640	6.632095299
ILMN_1790637	7.538257077
ILMN_1811699	6.594302946
ILMN_1735673	6.651267839
ILMN_1716397	9.567101681
ILMN_1890301	6.533608786
ILMN_1890717	6.559287076
ILMN_1890297	6.579334574
ILMN_1678928	6.896639333
ILMN_1880784	6.714689187
ILMN_1894839	6.594747943
ILMN_1814606	6.884132327
ILMN_1773389	6.949248297
ILMN_1706397	6.587780369
ILMN_1711060	6.566911276
ILMN_1766316	6.581734531
ILMN_1911073	6.511981191
ILMN_1681193	6.3891958
ILMN_2100553	6.399012105
ILMN_1908859	6.533176045
ILMN_1712751	8.731958143
ILMN_1670875	6.330575597
ILMN_1751644	6.503077185
ILMN_1724490	7.301300615
ILMN_1889633	6.538494406
ILMN_1766083	6.501944294
ILMN_1870283	6.306169497
ILMN_1661299	7.440046821
ILMN_1716533	6.617115145
ILMN_1787480	6.363262051
ILMN_1675671	6.950823193
ILMN_2136576	6.580488799
ILMN_2362232	6.81213026
ILMN_1699965	6.637962012
ILMN_1893555	6.596696824
ILMN_1855874	6.55268656
ILMN_1834842	7.077327116
ILMN_1664176	7.597870685
ILMN_2048228	6.492039281
ILMN_1719250	6.649560873
ILMN_1719237	6.606155069
ILMN_2103547	10.1585364
ILMN_1669995	6.359917473
ILMN_1781679	6.172203009
ILMN_1693397	8.074994456
ILMN_1896762	6.507889555
ILMN_1915106	6.646072993
ILMN_1699829	12.62159554
ILMN_1783168	6.341565878
ILMN_1877561	6.243130724
ILMN_1674790	6.683060146
ILMN_1766370	6.558090302
ILMN_2340721	7.912796854
ILMN_1808512	6.272792419
ILMN_1692030	6.720569814
ILMN_1706749	6.474150397
ILMN_1677542	6.583473088
ILMN_1728498	8.007934142
ILMN_2095908	6.624809295
ILMN_1657475	8.940576444
ILMN_1771664	6.312603763
ILMN_1709900	6.745205609
ILMN_1661593	8.655592865
ILMN_1696705	6.363015263
ILMN_1815690	6.428061214
ILMN_1721170	6.619827624
ILMN_1687524	6.637186073
ILMN_1707481	6.472357912
ILMN_1854170	6.834190968
ILMN_1693465	6.615515744
ILMN_1780894	6.960444551
ILMN_1729663	6.55760412
ILMN_1852179	6.575021548
ILMN_1843724	6.231722897
ILMN_1888293	6.22421745
ILMN_1673649	8.304516607
ILMN_1910519	6.552843114
ILMN_1760665	6.510610841
ILMN_1892031	6.496149416
ILMN_1883322	6.538197054
ILMN_1694070	7.016698618
ILMN_2352380	6.425109761
ILMN_1701603	6.558894472
ILMN_1913420	6.465623464
ILMN_1836633	6.583668422
ILMN_1806256	6.568893084
ILMN_1737195	9.005905426
ILMN_1751656	9.756991232
ILMN_1880382	6.234779108
ILMN_1912814	6.578916664
ILMN_1724106	6.50481777
ILMN_2383707	6.793109135
ILMN_1882495	6.692080847
ILMN_1722292	6.904203562
ILMN_1852110	6.510981193
ILMN_1725456	6.396800117
ILMN_1755904	6.559639355
ILMN_1881122	6.578384537
ILMN_1676880	8.081689796
ILMN_1743643	7.958142122
ILMN_1885629	6.648755208
ILMN_1681747	6.545550319
ILMN_1915630	6.468775872
ILMN_2144088	10.76379957
ILMN_1867511	6.486513346
ILMN_1709175	6.397717529
ILMN_2382998	6.646181726
ILMN_1856404	6.514026569
ILMN_1767219	8.48707281
ILMN_2251020	6.414175957
ILMN_1673330	6.283374008
ILMN_1884579	6.821458754
ILMN_1797295	6.232553868
ILMN_1685124	9.035909385
ILMN_1888844	6.453436641
ILMN_1797169	6.514626127
ILMN_1768466	6.260080219
ILMN_1700276	8.100383762
ILMN_1801814	6.432536438
ILMN_1675808	6.33431952
ILMN_1708340	6.826777823
ILMN_1889293	6.490251511
ILMN_1811636	7.476612131
ILMN_1842426	6.786414206
ILMN_1717695	6.423251745
ILMN_1819369	6.636521544
ILMN_1691849	6.471045951
ILMN_1662886	6.355649053
ILMN_2128668	9.748119626
ILMN_1771026	11.30767869
ILMN_1694100	6.817406824
ILMN_1687840	8.8843372
ILMN_1763568	10.32096126
ILMN_1787488	6.49582153
ILMN_1712748	7.187286288
ILMN_2146657	9.39004735
ILMN_1742147	8.464453936
ILMN_1895039	6.484515525
ILMN_2045610	6.441806506
ILMN_2069915	6.368289941
ILMN_1804217	6.613622172
ILMN_1900657	6.648652621
ILMN_1703593	9.770533616
ILMN_2339863	8.38633332
ILMN_2373137	6.594134049
ILMN_1814769	6.702433613
ILMN_1779381	7.528411215
ILMN_1893517	6.652874412
ILMN_1890354	6.563363189
ILMN_1909183	6.985624397
ILMN_1688000	10.14616378
ILMN_1796589	10.86134816
ILMN_1663062	6.206560748
ILMN_1703684	7.046102807
ILMN_1876910	6.736987473
ILMN_1748979	6.373822178
ILMN_1666332	7.561738308
ILMN_1759520	6.593383294
ILMN_1826259	6.520958976
ILMN_1734234	6.577322053
ILMN_1881562	6.662041551
ILMN_1669555	8.473842943
ILMN_1698185	9.80106411
ILMN_2105643	6.539573827
ILMN_1707799	6.45972696
ILMN_1891229	6.560909842
ILMN_2379675	6.427135457
ILMN_2231299	6.350452476
ILMN_1884999	6.529696661
ILMN_2089977	8.586801179
ILMN_1664157	6.672877404
ILMN_1734950	7.035624318
ILMN_2348448	6.259958799
ILMN_1691212	6.643973562
ILMN_1905662	6.335354406
ILMN_1769556	6.415358704
ILMN_1776132	6.30186913
ILMN_1697412	6.196532776
ILMN_1793231	6.333355272
ILMN_2184602	6.204164069
ILMN_1858924	6.122340306
ILMN_1691499	10.25765136
ILMN_2357015	7.692192882
ILMN_1811955	9.207949063
ILMN_1799053	6.496394577
ILMN_1708906	12.68318763
ILMN_1852330	6.810402195
ILMN_1662020	6.630267868
ILMN_1765781	6.489478119
ILMN_1796669	6.218193764
ILMN_1654099	7.638138624
ILMN_1696558	6.466176418
ILMN_1881561	6.582336246
ILMN_1677591	6.542625358
ILMN_1912806	6.500418875
ILMN_1690329	6.904841183
ILMN_1816114	6.828136527
ILMN_1697906	8.808592363
ILMN_1772789	6.684761857
ILMN_1834509	6.642278083
ILMN_1856229	6.720048605
ILMN_1660541	6.818884043
ILMN_1776975	6.39671061
ILMN_1897675	6.645207595
ILMN_2176768	9.141811841
ILMN_1758556	6.53922488
ILMN_1777637	6.295563517
ILMN_2174834	6.161198658
ILMN_2280960	6.540631069
ILMN_1665235	6.552528971
ILMN_1837152	6.837275821
ILMN_1804885	6.647487867
ILMN_1678957	7.762218736
ILMN_1668417	6.741257138
ILMN_1725981	6.948058338
ILMN_1651735	10.84077921
ILMN_1853344	7.158528329
ILMN_1664602	7.583549259
ILMN_1809760	6.61727267
ILMN_1799011	7.482732802
ILMN_2076940	6.834516754
ILMN_1695061	6.485594771
ILMN_1804277	9.694941918
ILMN_1761922	7.11958845
ILMN_1769684	6.553796981
ILMN_1724148	7.167493116
ILMN_1884712	6.527959752
ILMN_2129349	8.61628905
ILMN_2388547	9.299406618
ILMN_1850911	6.378307791
ILMN_1731224	8.823127975
ILMN_2392717	9.632071927
ILMN_1710150	6.007305404
ILMN_1695604	8.410163939
ILMN_1876470	6.585982947
ILMN_1716815	9.210735657
ILMN_2325337	6.665137509
ILMN_1817175	6.413069056
ILMN_1846721	6.708518585
ILMN_1681227	6.630737877
ILMN_1801104	6.558369493
ILMN_2405023	6.356457544
ILMN_1828083	6.690447278
ILMN_1802019	6.13820245
ILMN_1724299	6.706057329
ILMN_1851063	7.099178704
ILMN_1807554	6.604376038
ILMN_1858168	6.516492992
ILMN_1896936	6.282868633
ILMN_1792144	6.540519816
ILMN_1720930	6.474123769
ILMN_1707631	10.85248688
ILMN_1778240	6.251565499
ILMN_1736654	6.369503484
ILMN_1661424	7.232917977
ILMN_2103397	8.013015958
ILMN_1660306	6.274456111
ILMN_1876951	6.511316568
ILMN_1842836	6.312728122
ILMN_1800871	8.038774775
ILMN_1651370	6.279870126
ILMN_2150446	6.393447001
ILMN_1672940	8.513868361
ILMN_1802642	7.168342888
ILMN_2060719	6.322142244
ILMN_1756572	10.7194345
ILMN_1694325	11.87718409
ILMN_1803652	9.233156329
ILMN_1731816	6.677213452
ILMN_1739101	6.410906746
ILMN_1810486	9.936594081
ILMN_1751069	6.325370922
ILMN_1673898	7.985484674
ILMN_1652110	6.544413718
ILMN_1801101	8.521041953
ILMN_1712560	7.011008593
ILMN_1740161	7.236788761
ILMN_1841468	6.579831545
ILMN_1814353	6.614842678
ILMN_1653711	10.84600124
ILMN_1695366	6.465660253
ILMN_1659122	6.41071999
ILMN_1862424	6.587007798
ILMN_1673755	6.399719216
ILMN_2043452	9.346334937
ILMN_1905037	6.554836463
ILMN_1805348	6.474457804
ILMN_1742867	6.698528141
ILMN_1876355	6.459524536
ILMN_1686461	6.482897066
ILMN_1868465	6.62002294
ILMN_1781762	6.391955933
ILMN_1820226	6.665219152
ILMN_1883348	6.63223979
ILMN_1751586	6.638550057
ILMN_1721392	6.722502864
ILMN_1765043	14.79541699
ILMN_1899053	6.275303867
ILMN_1849607	6.241926608
ILMN_1890253	6.569373915
ILMN_2118663	6.24602037
ILMN_1917290	6.877363382
ILMN_2344455	7.113906817
ILMN_1785709	6.606062208
ILMN_2318011	8.233479967
ILMN_2226403	6.400700576
ILMN_1685353	6.475360881
ILMN_1663932	6.461931843
ILMN_1895903	6.534623988
ILMN_1906410	6.587611853
ILMN_2357260	7.220728654
ILMN_1714476	6.544076914
ILMN_1738335	6.356921925
ILMN_1863658	6.421757849
ILMN_2367782	7.480354698
ILMN_2172269	9.780800994
ILMN_1759787	6.233908531
ILMN_1676624	6.118374111
ILMN_1694985	6.479087508
ILMN_1798679	6.581591352
ILMN_1657409	6.702497867
ILMN_1763739	7.976509011
ILMN_1915895	6.502591664
ILMN_1731699	7.112286993
ILMN_1888508	6.638533995
ILMN_1682857	10.63206052
ILMN_1894423	6.411120168
ILMN_1696333	6.463692812
ILMN_2297076	6.692651642
ILMN_1750205	6.487881174
ILMN_1658618	6.197336072
ILMN_2082130	10.16571452
ILMN_1699574	8.23039025
ILMN_1842140	6.440759136
ILMN_1894922	6.613112898
ILMN_1679881	9.229405306
ILMN_1822571	6.862587312
ILMN_1878830	6.547639532
ILMN_1767665	8.934342616
ILMN_2182101	6.50360114
ILMN_1671151	6.638440128
ILMN_1790577	8.569687564
ILMN_1820389	6.551713163
ILMN_1712563	6.270856685
ILMN_1677719	6.448845702
ILMN_1907609	6.545512673
ILMN_1699606	6.405606487
ILMN_1803073	6.648501646
ILMN_1697211	6.400254076
ILMN_1692517	10.15551416
ILMN_1711170	5.96020135
ILMN_2180624	7.476398677
ILMN_1676239	6.573490021
ILMN_1874183	6.702212702
ILMN_1729749	11.02362789
ILMN_2358980	6.635969858
ILMN_1863390	6.548776578
ILMN_2157717	6.209891796
ILMN_1717478	6.42150638
ILMN_1753524	6.728580831
ILMN_1659371	6.357291781
ILMN_1917145	6.388417048
ILMN_1767178	6.367405653
ILMN_2306955	7.659280822
ILMN_1652378	6.482411293
ILMN_1797331	6.346537366
ILMN_1793269	6.476694718
ILMN_1890788	6.581403875
ILMN_1795976	6.804867816
ILMN_1838300	6.522956876
ILMN_2087528	9.937402747
ILMN_2159300	6.323506862
ILMN_2380605	6.829550494
ILMN_1851757	6.44167382
ILMN_2093027	8.754076719
ILMN_1787412	6.390983009
ILMN_1821321	6.405846963
ILMN_1846043	6.619753423
ILMN_1758378	6.698985058
ILMN_1811836	6.69151609
ILMN_1661443	5.939638478
ILMN_2173909	6.314063965
ILMN_1693428	6.399581653
ILMN_1862853	6.595009764
ILMN_1759012	6.790541215
ILMN_1725172	6.639195343
ILMN_1671510	6.449773832
ILMN_1678061	6.325401889
ILMN_1716053	10.6991808
ILMN_1815412	6.584758513
ILMN_1767592	6.371871832
ILMN_1882127	6.51297155
ILMN_1868583	6.463226971
ILMN_1830467	6.045551526
ILMN_1791511	6.67335484
ILMN_1688614	6.488608036
ILMN_1830394	7.018537038
ILMN_2311052	7.524990169
ILMN_1665982	6.170738635
ILMN_1683897	6.411991025
ILMN_1829535	6.350003874
ILMN_1858271	6.601606779
ILMN_1738751	6.300281674
ILMN_1682565	6.376489157
ILMN_1894949	6.170293906
ILMN_1662668	6.291313521
ILMN_1800898	7.377539047
ILMN_2397406	6.613635315
ILMN_2280189	6.956340558
ILMN_1907241	6.487308366
ILMN_1813280	6.418790914
ILMN_1672664	6.818159557
ILMN_1673788	7.920747172
ILMN_1695598	12.89901926
ILMN_1651339	6.462330572
ILMN_1753008	8.97894204
ILMN_1913678	6.721013617
ILMN_1754842	8.994678656
ILMN_2119584	6.446378566
ILMN_1785281	6.533417604
ILMN_1734630	6.606790359
ILMN_1680212	6.445941548
ILMN_1737498	6.439268565
ILMN_1660094	6.563477203
ILMN_1782558	6.367160858
ILMN_1708298	6.392204136
ILMN_1679631	6.418500132
ILMN_1780923	6.641395291
ILMN_1655983	6.444509709
ILMN_1673113	7.056332307
ILMN_1905463	6.160254502
ILMN_2280568	8.228370837
ILMN_1757477	6.369337824
ILMN_1897333	6.733220721
ILMN_1698407	6.448137392
ILMN_1682930	9.756362934
ILMN_2155998	10.37725152
ILMN_1914448	6.410892476
ILMN_1837406	6.506060303
ILMN_1728380	6.759824909
ILMN_1768396	11.72809813
ILMN_2259319	6.385903543
ILMN_1662409	6.426929692
ILMN_1916905	6.337350211
ILMN_2150851	6.67333248
ILMN_1677824	6.873966644
ILMN_1727770	6.77836024
ILMN_1738609	6.468804904
ILMN_1916883	6.426536879
ILMN_1893846	6.371841282
ILMN_1740304	6.457556392
ILMN_1737230	6.580773224
ILMN_1891048	6.5631603
ILMN_1718376	6.355167676
ILMN_2389501	6.441936018
ILMN_1759612	6.393524285
ILMN_1770768	6.229962604
ILMN_1710614	6.549070455
ILMN_1787691	9.144978645
ILMN_1889495	6.382278659
ILMN_2393149	6.417981136
ILMN_1692294	6.444469167
ILMN_1889441	6.657481121
ILMN_1681252	6.775833674
ILMN_1662463	7.1882398
ILMN_2382500	6.295066561
ILMN_2362902	7.307050277
ILMN_1872393	6.401230449
ILMN_1785786	6.586935204
ILMN_1675057	6.517661937
ILMN_1815666	10.25443265
ILMN_1761963	7.076644978
ILMN_1762215	6.418646549
ILMN_1767651	7.469470189
ILMN_1703441	9.829633627
ILMN_1874587	6.51768261
ILMN_1673738	13.10588769
ILMN_1701551	6.354618633
ILMN_1817870	6.323591243
ILMN_1687353	7.032412123
ILMN_1696317	7.031717432
ILMN_2228538	6.397002855
ILMN_2059844	6.628717382
ILMN_1902971	6.27552159
ILMN_1867423	6.542020672
ILMN_1905637	6.486215323
ILMN_1661309	6.086396953
ILMN_2191436	9.571348143
ILMN_1740813	6.491218512
ILMN_1717733	6.248538756
ILMN_1685854	7.289906062
ILMN_1746494	8.053948313
ILMN_1891924	6.386614196
ILMN_1730745	6.719050721
ILMN_1842043	6.456867305
ILMN_1785919	6.574749522
ILMN_1855576	6.525365875
ILMN_1836547	6.413424401
ILMN_2291891	6.679101296
ILMN_1677226	6.274568597
ILMN_1697353	6.338405419
ILMN_1884985	6.063633217
ILMN_1690757	6.529204102
ILMN_1775871	6.490456483
ILMN_1814823	13.70720899
ILMN_1779632	6.553449314
ILMN_1875327	6.401050775
ILMN_1702309	6.502149973
ILMN_1829484	6.228130156
ILMN_1883472	6.57249554
ILMN_1754655	8.502481188
ILMN_1849332	6.498721964
ILMN_1815495	6.824488084
ILMN_1861866	6.477936616
ILMN_1858409	6.810162866
ILMN_1890870	6.40130135
ILMN_1765633	6.533267383
ILMN_2222101	9.366436581
ILMN_1700076	6.665761547
ILMN_1785960	6.383113291
ILMN_1684016	6.484686298
ILMN_1686254	9.837931078
ILMN_1746954	6.281087842
ILMN_1876837	6.553734551
ILMN_1689711	6.268782342
ILMN_1676256	6.705610549
ILMN_1700112	6.46004965
ILMN_1696463	6.311825379
ILMN_1670005	6.243674312
ILMN_1867174	7.220141164
ILMN_1855455	6.305637131
ILMN_2312194	7.947130329
ILMN_1733288	8.549253754
ILMN_1749607	6.444557032
ILMN_1848576	6.502995447
ILMN_1748911	6.770920358
ILMN_1821052	6.324669683
ILMN_1651262	13.39397451
ILMN_1901458	6.79832098
ILMN_1772064	7.083686412
ILMN_1748616	8.389549948
ILMN_1796772	6.392445122
ILMN_1762573	6.313669884
ILMN_1771734	9.784941607
ILMN_2311497	6.194205118
ILMN_1681239	6.547404999
ILMN_2365644	6.851380501
ILMN_1706699	6.210738878
ILMN_1789464	6.315310947
ILMN_1655241	6.116914782
ILMN_1766178	6.410632451
ILMN_2284077	6.34826955
ILMN_1853647	6.157154122
ILMN_1690202	6.249184255
ILMN_2342066	7.074241648
ILMN_1914753	6.897240667
ILMN_1899664	6.263727123
ILMN_1687140	6.796594552
ILMN_1693483	6.299304604
ILMN_1730514	6.576116555
ILMN_1783728	9.885053236
ILMN_2260926	6.379342317
ILMN_1869096	6.317912051
ILMN_2211018	6.347443142
ILMN_1850642	6.505038655
ILMN_1711247	6.0712075
ILMN_1695108	6.410350701
ILMN_1709634	10.3513281
ILMN_1690291	6.870852382
ILMN_1659947	6.463588217
ILMN_1712998	6.312771343
ILMN_1766401	6.360807712
ILMN_2367479	6.206790379
ILMN_1859908	8.805824445
ILMN_1726547	9.844248111
ILMN_1849745	6.285912182
ILMN_1691942	12.70960193
ILMN_1702663	6.546733961
ILMN_1752273	7.134299604
ILMN_1763837	9.231773846
ILMN_1776487	6.778038211
ILMN_1867892	6.434389703
ILMN_1764871	9.26070022
ILMN_1795991	9.551318584
ILMN_1716859	6.275059127
ILMN_1659230	6.50938443
ILMN_1910949	6.350021248
ILMN_2202134	6.515692536
ILMN_1718336	11.12645064
ILMN_1793672	9.883901321
ILMN_2395055	9.078384385
ILMN_1780057	6.558986552
ILMN_2184869	6.538906353
ILMN_1686116	8.460771901
ILMN_1663401	8.900324648
ILMN_1661809	6.933370535
ILMN_1716377	6.570741122
ILMN_1699797	6.919063235
ILMN_1686388	7.449216355
ILMN_1810166	6.258885679
ILMN_1836072	6.295030354
ILMN_1668910	6.385982193
ILMN_1669135	6.468906894
ILMN_2278413	6.278980629
ILMN_1838378	6.399354089
ILMN_1898114	6.146592546
ILMN_1807244	6.034583828
ILMN_1716382	9.924190979
ILMN_1694840	8.457344132
ILMN_1705767	6.359362121
ILMN_1813400	7.867480812
ILMN_2085258	6.440385222
ILMN_1709590	6.41739195
ILMN_1743767	8.342280595
ILMN_1687170	6.686325435
ILMN_1651745	6.479174442
ILMN_1768129	6.415288757
ILMN_1792955	6.367044271
ILMN_1712348	6.650088904
ILMN_2395974	8.175259102
ILMN_1841361	6.657973326
ILMN_1709593	6.552198854
ILMN_1904628	7.296988086
ILMN_2049766	9.619903013
ILMN_1715745	6.314101816
ILMN_1675453	6.442220891
ILMN_1659511	6.578575324
ILMN_1661731	6.343216931
ILMN_1765299	6.497001756
ILMN_1691062	6.284470304
ILMN_1763002	6.558536514
ILMN_1662232	11.36236475
ILMN_1681923	7.760856247
ILMN_2309534	7.314018083
ILMN_1698441	6.689642007
ILMN_1880030	6.483664685
ILMN_1733305	10.47541429
ILMN_1740990	6.57271949
ILMN_1701630	6.170166815
ILMN_1680430	6.222510907
ILMN_1733135	6.464973373
ILMN_1661003	6.722612087
ILMN_1850087	6.26589283
ILMN_1707298	6.357717436
ILMN_1847653	6.215231751
ILMN_1905710	6.390219213
ILMN_1846427	6.412261278
ILMN_1705213	7.281901853
ILMN_1704295	6.281359292
ILMN_1827779	6.445212235
ILMN_1855615	6.346093932
ILMN_1886735	6.511706821
ILMN_1804454	6.387686111
ILMN_1669747	6.852502272
ILMN_1804491	6.547617802
ILMN_1761155	12.43855848
ILMN_1741055	6.331499388
ILMN_2162135	6.344241545
ILMN_1658337	7.035490483
ILMN_1670462	6.617993607
ILMN_2248912	6.446595897
ILMN_1716832	7.251482946
ILMN_1906889	6.249460583
ILMN_1894664	6.420246178
